"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region I","Pangasinan II, Binalonan","Manaoag",101791,"Babasit ES","-National Road, Babasit","MANAOAG","4th District","BABASIT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101792,"Baguinay ES","-Baguinay","MANAOAG","4th District","BAGUINAY","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101793,"Baritao ES","Brgy. Baritao","MANAOAG","4th District","BARITAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101794,"Bisal-Bucao ES","Bisal-Bucao","MANAOAG","4th District","BISAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101795,"Cabanbanan ES","Brgy. Cabanbanan","MANAOAG","4th District","CABANBANAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101796,"Doña Consolacion Sta. Maria ES","Brgy. Sta. Ines","MANAOAG","4th District","SANTA INES","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101797,"Inamotan ES","-Zone 4, Inamotan","MANAOAG","4th District","INAMOTAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101798,"Lelemaan ES","Brgy. Lelemaan","MANAOAG","4th District","LELEMAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101799,"Lipit Elementary School","Lipit Sur","MANAOAG","4th District","LIPIT SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101800,"Manaoag Central School SPED Center","Milo Street, Brgy. Poblacion, Manaoag, Pangasinan","MANAOAG","4th District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101801,"Ma-Tulong ES","Ma-Tulong","MANAOAG","4th District","MATOLONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101802,"Nalsian ES","-Nalsian","MANAOAG","4th District","NALSIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101803,"Oraan ES","-Oraan West","MANAOAG","4th District","ORAAN WEST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101804,"Pao  Elementary School","-Pao","MANAOAG","4th District","PAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101805,"Pio Generosa ES","Brgy. Pugaro","MANAOAG","4th District","PUGARO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",101806,"San Ramon-Mermer ES","San Ramon","MANAOAG","4th District","SAN RAMON","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",102141,"Doña Consuelo S. Perez ES","Pantal","MANAOAG","4th District","PANTAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Manaoag",300280,"Baguinay NHS","-Baguinay","MANAOAG","4th District","BAGUINAY","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Manaoag",300294,"Cabanbanan NHS","-Cabanbanan","MANAOAG","4th District","CABANBANAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Manaoag",300320,"Lipit NHS","Brgy. Lipit","MANAOAG","4th District","LIPIT SUR","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Manaoag",300325,"Manaoag NHS","Bautista St.","MANAOAG","4th District","POBLACION","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101807,"Alitaya Elementary School","Brgy. Alitaya","MANGALDAN","4th District","ALITAYA","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101808,"Anolid ES","Brgy. Anolid","MANGALDAN","4th District","ANOLID","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101809,"Bari ES","Don Lorenzo D. Almonte St.","MANGALDAN","4th District","BARI","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101810,"Buenlag ES","Brgy. Buenlag","MANGALDAN","4th District","BUENLAG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101811,"David ES","Brgy. Landas","MANGALDAN","4th District","LANDAS","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101812,"Don Gregorio I. Magno ES","Brgy. Banaoang","MANGALDAN","4th District","BANAOANG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101814,"Guesang ES","Brgy. Guesang","MANGALDAN","4th District","GUESANG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101815,"Mangaldan Central School","Serafica St., Poblacion","MANGALDAN","4th District","POBLACION","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101816,"Navaluan Elementary School","Brgy. Navaluan Mangaldan Pangasinan","MANGALDAN","4th District","NAVALUAN","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",101817,"Osiem ES","Brgy. Osiem","MANGALDAN","4th District","OSIEM","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",102127,"Doña Felisa Navarro ES","Brgy. Amansabina","MANGALDAN","4th District","AMANSABINA","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",300326,"Mangaldan National High School","-P. De Guzman St.","MANGALDAN","4th District","GUILIG","Public","Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Mangaldan I",400211,"Golden Angels Educational Institution, Inc.","Serafica Street, Mangaldan, Pangasinan","MANGALDAN","4th District","POBLACION","Private","Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan I",400212,"Metro Dagupan Colleges Productivity High School","Serafica Street, Mangaldan, Pangasinan","MANGALDAN","4th District","POBLACION","Private","Urban","Non-Sectarian","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Mangaldan I",400213,"Santo Tomas Catholic School","Poblacion, Mangaldan","MANGALDAN","4th District","POBLACION","Private","Urban","Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Mangaldan I",400214,"The United Methodist Church Cinderella School, Inc.","01 J. JIMENEZ STTREET","MANGALDAN","4th District","POBLACION","Private","Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Mangaldan I",412001,"Clarice Angels School","Salay","MANGALDAN","4th District","SALAY","Private","Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Mangaldan I",500388,"Gueguesangen Integrated School","Brgy. Gueguesangen","MANGALDAN","4th District","GUEGUESANGEN","Public","Urban","DepED Managed","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101819,"Embarcadero Elementary School","None","MANGALDAN","4th District","EMBARCADERO","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101820,"Inlambo ES","Brgy. Inlambo","MANGALDAN","4th District","INLAMBO","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101821,"Lanas ES","Don Casimero Street","MANGALDAN","4th District","LANAS","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101822,"Maasin ES","Brgy. Maasin","MANGALDAN","4th District","MAASIN","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101823,"Macayug ES","Brgy. Macayug","MANGALDAN","4th District","MACAYUG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101824,"Malabago ES","Brgy. Malabago","MANGALDAN","4th District","MALABAGO","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101825,"Nibaliw ES","Brgy. Nibaliw","MANGALDAN","4th District","NIBALIW","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101826,"Pogo-Palua ES","Brgy. Pogo","MANGALDAN","4th District","POGO","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101827,"Salaan Elementary School","salaan","MANGALDAN","4th District","SALAAN","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101828,"Salay ES","National Road","MANGALDAN","4th District","SALAY","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101829,"Talogtog ES","Brgy. Talogtog","MANGALDAN","4th District","TALOGTOG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",101830,"Tebag ES","Brgy. Tebag","MANGALDAN","4th District","TEBAG","Public","Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Mangaldan II",300304,"David National High School","David","MANGALDAN","4th District","DAVID","Public","Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Mangaldan II",500383,"Mangaldan Integrated School SPED Center","Brgy. Bantayan","MANGALDAN","4th District","BANTAYAN","Public","Urban","DepED Managed","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Natividad",101831,"Barangobong ES","Barangobong","NATIVIDAD","6th District","BARANGOBONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101832,"Batchelor Elementary School","-Batchelor East","NATIVIDAD","6th District","BATCHELOR EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101833,"Calapugan ES","Calapugan","NATIVIDAD","6th District","CALAPUGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101834,"Canarem ES","-Canarem","NATIVIDAD","6th District","CANAREM","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101835,"Eulogio Arciaga ES","Purok 5","NATIVIDAD","6th District","BATCHELOR WEST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101836,"Luna ES","Purok 2","NATIVIDAD","6th District","LUNA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101837,"Natividad CS","Perez Lago St.","NATIVIDAD","6th District","POBLACION EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101838,"Rizal Elementary School","Rizal, Natividad, Pangasinan","NATIVIDAD","6th District","RIZAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101839,"Salud ES","Purok 5","NATIVIDAD","6th District","SALUD","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101840,"San Eugenio ES","Purok 2 San Eugenio","NATIVIDAD","6th District","SAN EUGENIO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101841,"San Jose ES","-San Jose","NATIVIDAD","6th District","CACANDUNGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101842,"San Macario Norte Elementary School","Purok 1","NATIVIDAD","6th District","SAN MACARIO NORTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101843,"San Macario Sur ES","-San Macario Sur","NATIVIDAD","6th District","SAN MACARIO SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101844,"San Maximo ES","San Maximo","NATIVIDAD","6th District","SAN MAXIMO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101845,"San Miguel ES","San Miguel","NATIVIDAD","6th District","SAN MIGUEL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101846,"San Narciso Norte ES","Purok 2","NATIVIDAD","6th District","BURGOS (SAN NARCISO)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101847,"San Narciso Sur ES","Burgos","NATIVIDAD","6th District","BURGOS (SAN NARCISO)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",101848,"Silag ES","-Silag","NATIVIDAD","6th District","SILAG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Natividad",300331,"Natividad NHS","S.P. De Leon Street","NATIVIDAD","6th District","POBLACION EAST","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Natividad",300343,"Salud-San Eugenio NHS","-Salud","NATIVIDAD","6th District","SALUD","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Natividad",300352,"San Macario NHS","-San Macario Sur","NATIVIDAD","6th District","SAN MACARIO SUR","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Natividad",300353,"San Miguel NHS","-San Miguel, Natividad, Pangasinan","NATIVIDAD","6th District","SAN MIGUEL","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101849,"Alipangpang ES","-Alipangpang","POZORRUBIO","5th District","ALIPANGPANG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101850,"Ama-Talo ES","-Amagbagan","POZORRUBIO","5th District","AMAGBAGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101851,"Bantugan ES","-Bantugan","POZORRUBIO","5th District","BANTUGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101853,"Don Domingo Magno ES","-Purok II","POZORRUBIO","5th District","BANDING","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101854,"Haway ES","Haway","POZORRUBIO","5th District","HAWAY","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101855,"Maambal ES","Maambal","POZORRUBIO","5th District","MAAMBAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101856,"Malasin ES","-Malasin","POZORRUBIO","5th District","MALASIN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101857,"Manaol ES","Manaol","POZORRUBIO","5th District","MANAOL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101858,"Nantangalan ES SPED CENTER","-Nantangalan","POZORRUBIO","5th District","NANTANGALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101859,"Palguyod Elementary School","Palguyod","POZORRUBIO","5th District","PALGUYOD","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101860,"Pozorrubio Central School","Caballero St.","POZORRUBIO","5th District","CABLONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101861,"Rosario ES","National Highway, Rosario Pozorrubio","POZORRUBIO","5th District","ROSARIO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",101862,"Tulnac ES","-Tulnac","POZORRUBIO","5th District","TULNAC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",300287,"Benigno V. Aldana NHS","Mc. Arthur Hi-way","POZORRUBIO","5th District","CABLONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",300290,"Bobonan National High School","-Bobonan,Pozorrubio,Pangasinan","POZORRUBIO","5th District","BOBONAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",300332,"Palguyod NHS","-Palguyod","POZORRUBIO","5th District","PALGUYOD","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Pozorrubio I",300342,"Rosario NHS","-Rosario","POZORRUBIO","5th District","ROSARIO","Public","Partially Urban","DepED Managed","JHS with SHS"
